bill_id,document_id,document_type,document_size,document_mime,document_desc,url,state_link
1297892,2086455,text,16667,application/pdf,Introduced,https://legiscan.com/RI/text/H7010/id/2086455,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7010.pdf
1298258,2086805,text,9015,application/pdf,Introduced,https://legiscan.com/RI/text/H7011/id/2086805,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7011.pdf
1299548,2088066,text,55957,application/pdf,Introduced,https://legiscan.com/RI/text/H7013/id/2088066,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7013.pdf
1299548,2113636,text,49099,application/pdf,"Comm Sub",https://legiscan.com/RI/text/H7013/id/2113636,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7013A.pdf
1300412,2088991,text,11866,application/pdf,Introduced,https://legiscan.com/RI/text/H7022/id/2088991,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7022.pdf
1300272,2088871,text,10865,application/pdf,Introduced,https://legiscan.com/RI/text/H7023/id/2088871,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7023.pdf
1300403,2088984,text,10054,application/pdf,Introduced,https://legiscan.com/RI/text/H7024/id/2088984,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7024.pdf
1300336,2088924,text,18671,application/pdf,Introduced,https://legiscan.com/RI/text/H7025/id/2088924,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7025.pdf
1300390,2088972,text,15056,application/pdf,Introduced,https://legiscan.com/RI/text/H7026/id/2088972,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7026.pdf
1300409,2088988,text,21595,application/pdf,Introduced,https://legiscan.com/RI/text/H7027/id/2088988,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7027.pdf
1300214,2088824,text,19541,application/pdf,Introduced,https://legiscan.com/RI/text/H7028/id/2088824,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7028.pdf
1300382,2088966,text,42604,application/pdf,Introduced,https://legiscan.com/RI/text/H7029/id/2088966,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7029.pdf
1300347,2088934,text,37652,application/pdf,Introduced,https://legiscan.com/RI/text/H7030/id/2088934,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7030.pdf
1300417,2088995,text,10315,application/pdf,Introduced,https://legiscan.com/RI/text/H7033/id/2088995,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7033.pdf
1300340,2088927,text,19085,application/pdf,Introduced,https://legiscan.com/RI/text/H7034/id/2088927,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7034.pdf
1300276,2088874,text,16037,application/pdf,Introduced,https://legiscan.com/RI/text/H7035/id/2088874,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7035.pdf
1300305,2088896,text,17320,application/pdf,Introduced,https://legiscan.com/RI/text/H7036/id/2088896,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7036.pdf
1300377,2088961,text,26515,application/pdf,Introduced,https://legiscan.com/RI/text/H7037/id/2088961,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7037.pdf
1300309,2088900,text,10685,application/pdf,Introduced,https://legiscan.com/RI/text/H7038/id/2088900,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7038.pdf
1300243,2088846,text,128727,application/pdf,Introduced,https://legiscan.com/RI/text/H7039/id/2088846,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7039.pdf
1300354,2088940,text,139183,application/pdf,Introduced,https://legiscan.com/RI/text/H7040/id/2088940,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7040.pdf
1300260,2088860,text,42469,application/pdf,Introduced,https://legiscan.com/RI/text/H7041/id/2088860,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7041.pdf
1300208,2088820,text,67780,application/pdf,Introduced,https://legiscan.com/RI/text/H7042/id/2088820,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7042.pdf
1300237,2088842,text,13826,application/pdf,Introduced,https://legiscan.com/RI/text/H7043/id/2088842,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7043.pdf
1300231,2088837,text,125937,application/pdf,Introduced,https://legiscan.com/RI/text/H7044/id/2088837,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7044.pdf
1300396,2088977,text,20935,application/pdf,Introduced,https://legiscan.com/RI/text/H7045/id/2088977,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7045.pdf
1300358,2088944,text,18773,application/pdf,Introduced,https://legiscan.com/RI/text/H7046/id/2088944,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7046.pdf
1300371,2088957,text,22048,application/pdf,Introduced,https://legiscan.com/RI/text/H7047/id/2088957,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7047.pdf
1300250,2088852,text,15254,application/pdf,Introduced,https://legiscan.com/RI/text/H7048/id/2088852,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7048.pdf
1300324,2088913,text,13740,application/pdf,Introduced,https://legiscan.com/RI/text/H7049/id/2088913,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7049.pdf
1300318,2088908,text,13020,application/pdf,Introduced,https://legiscan.com/RI/text/H7050/id/2088908,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7050.pdf
1300294,2088886,text,17053,application/pdf,Introduced,https://legiscan.com/RI/text/H7051/id/2088886,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7051.pdf
1300294,2194477,text,16778,application/pdf,Amended,https://legiscan.com/RI/text/H7051/id/2194477,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7051aa.pdf
1300266,2088866,text,12587,application/pdf,Introduced,https://legiscan.com/RI/text/H7052/id/2088866,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7052.pdf
1300225,2088832,text,58681,application/pdf,Introduced,https://legiscan.com/RI/text/H7053/id/2088832,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7053.pdf
1300289,2088883,text,14343,application/pdf,Introduced,https://legiscan.com/RI/text/H7054/id/2088883,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7054.pdf
1300299,2088891,text,14605,application/pdf,Introduced,https://legiscan.com/RI/text/H7055/id/2088891,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7055.pdf
1300331,2088919,text,20925,application/pdf,Introduced,https://legiscan.com/RI/text/H7056/id/2088919,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7056.pdf
1300255,2088856,text,11972,application/pdf,Introduced,https://legiscan.com/RI/text/H7057/id/2088856,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7057.pdf
1300282,2088878,text,9170,application/pdf,Introduced,https://legiscan.com/RI/text/H7058/id/2088878,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7058.pdf
1301437,2090170,text,29041,application/pdf,Introduced,https://legiscan.com/RI/text/H7069/id/2090170,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7069.pdf
1301437,2124690,text,29592,application/pdf,"Comm Sub",https://legiscan.com/RI/text/H7069/id/2124690,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7069A.pdf
1301437,2200510,text,29600,application/pdf,"Comm Sub",https://legiscan.com/RI/text/H7069/id/2200510,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7069B.pdf
1301271,2090006,text,10837,application/pdf,Introduced,https://legiscan.com/RI/text/H7070/id/2090006,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7070.pdf
1301053,2089795,text,26210,application/pdf,Introduced,https://legiscan.com/RI/text/H7071/id/2089795,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7071.pdf
1301197,2089933,text,14850,application/pdf,Introduced,https://legiscan.com/RI/text/H7072/id/2089933,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7072.pdf
1301212,2089948,text,14380,application/pdf,Introduced,https://legiscan.com/RI/text/H7073/id/2089948,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7073.pdf
1301066,2089808,text,9013,application/pdf,Introduced,https://legiscan.com/RI/text/H7074/id/2089808,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7074.pdf
1301139,2089875,text,15596,application/pdf,Introduced,https://legiscan.com/RI/text/H7075/id/2089875,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7075.pdf
1301421,2090154,text,9185,application/pdf,Introduced,https://legiscan.com/RI/text/H7076/id/2090154,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7076.pdf
1301224,2089960,text,10254,application/pdf,Introduced,https://legiscan.com/RI/text/H7077/id/2089960,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7077.pdf
1301182,2089918,text,10008,application/pdf,Introduced,https://legiscan.com/RI/text/H7078/id/2089918,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7078.pdf
1301336,2090070,text,14408,application/pdf,Introduced,https://legiscan.com/RI/text/H7079/id/2090070,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7079.pdf
1301095,2089834,text,35360,application/pdf,Introduced,https://legiscan.com/RI/text/H7080/id/2089834,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7080.pdf
1301112,2089850,text,58662,application/pdf,Introduced,https://legiscan.com/RI/text/H7081/id/2089850,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7081.pdf
1301154,2089890,text,7728,application/pdf,Introduced,https://legiscan.com/RI/text/H7082/id/2089890,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7082.pdf
1301284,2090018,text,27376,application/pdf,Introduced,https://legiscan.com/RI/text/H7083/id/2090018,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7083.pdf
1301039,2089782,text,28850,application/pdf,Introduced,https://legiscan.com/RI/text/H7084/id/2089782,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7084.pdf
1301379,2090112,text,28815,application/pdf,Introduced,https://legiscan.com/RI/text/H7085/id/2090112,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7085.pdf
1301168,2089904,text,24626,application/pdf,Introduced,https://legiscan.com/RI/text/H7086/id/2089904,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7086.pdf
1301408,2090141,text,23629,application/pdf,Introduced,https://legiscan.com/RI/text/H7087/id/2090141,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7087.pdf
1301297,2090031,text,9461,application/pdf,Introduced,https://legiscan.com/RI/text/H7088/id/2090031,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7088.pdf
1301125,2089863,text,14424,application/pdf,Introduced,https://legiscan.com/RI/text/H7089/id/2089863,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7089.pdf
1301239,2089975,text,9718,application/pdf,Introduced,https://legiscan.com/RI/text/H7090/id/2089975,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7090.pdf
1301395,2090128,text,20904,application/pdf,Introduced,https://legiscan.com/RI/text/H7091/id/2090128,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7091.pdf
1301351,2090085,text,13484,application/pdf,Introduced,https://legiscan.com/RI/text/H7092/id/2090085,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7092.pdf
1301365,2090099,text,10018,application/pdf,Introduced,https://legiscan.com/RI/text/H7093/id/2090099,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7093.pdf
1301081,2089822,text,15769,application/pdf,Introduced,https://legiscan.com/RI/text/H7094/id/2089822,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7094.pdf
1301311,2090045,text,35982,application/pdf,Introduced,https://legiscan.com/RI/text/H7095/id/2090045,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7095.pdf
1301324,2090058,text,16156,application/pdf,Introduced,https://legiscan.com/RI/text/H7097/id/2090058,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7097.pdf
1308193,2097350,text,21683,application/pdf,Introduced,https://legiscan.com/RI/text/H7101/id/2097350,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7101.pdf
1307999,2098359,text,30130,application/pdf,Introduced,https://legiscan.com/RI/text/H7102/id/2098359,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7102.pdf
1307999,2134862,text,30563,application/pdf,Amended,https://legiscan.com/RI/text/H7102/id/2134862,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7102Aaa.pdf
1307999,2115969,text,30207,application/pdf,"Comm Sub",https://legiscan.com/RI/text/H7102/id/2115969,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7102A.pdf
1308990,2098081,text,153941,application/pdf,Introduced,https://legiscan.com/RI/text/H7103/id/2098081,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7103.pdf
1308990,2126946,text,154873,application/pdf,Amended,https://legiscan.com/RI/text/H7103/id/2126946,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7103Aaa.pdf
1308990,2167351,text,154792,application/pdf,Amended,https://legiscan.com/RI/text/H7103/id/2167351,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7103Baa.pdf
1308990,2099135,text,154469,application/pdf,"Comm Sub",https://legiscan.com/RI/text/H7103/id/2099135,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7103A.pdf
1308990,2161094,text,156287,application/pdf,"Comm Sub",https://legiscan.com/RI/text/H7103/id/2161094,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7103B.pdf
1308886,2097983,text,15063,application/pdf,Introduced,https://legiscan.com/RI/text/H7104/id/2097983,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7104.pdf
1309134,2098215,text,33237,application/pdf,Introduced,https://legiscan.com/RI/text/H7105/id/2098215,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7105.pdf
1308646,2097757,text,38726,application/pdf,Introduced,https://legiscan.com/RI/text/H7106/id/2097757,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7106.pdf
1308695,2097804,text,10047,application/pdf,Introduced,https://legiscan.com/RI/text/H7107/id/2097804,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7107.pdf
1308744,2097849,text,9732,application/pdf,Introduced,https://legiscan.com/RI/text/H7108/id/2097849,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7108.pdf
1309087,2098173,text,21611,application/pdf,Introduced,https://legiscan.com/RI/text/H7109/id/2098173,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7109.pdf
1308839,2097940,text,28530,application/pdf,Introduced,https://legiscan.com/RI/text/H7110/id/2097940,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7110.pdf
1309179,2098258,text,13979,application/pdf,Introduced,https://legiscan.com/RI/text/H7111/id/2098258,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7111.pdf
1308938,2098033,text,59949,application/pdf,Introduced,https://legiscan.com/RI/text/H7112/id/2098033,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7112.pdf
1309038,2098126,text,15134,application/pdf,Introduced,https://legiscan.com/RI/text/H7113/id/2098126,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7113.pdf
1309225,2098301,text,18416,application/pdf,Introduced,https://legiscan.com/RI/text/H7114/id/2098301,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7114.pdf
1309382,2098495,text,9043,application/pdf,Introduced,https://legiscan.com/RI/text/H7117/id/2098495,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7117.pdf
1312044,2101422,text,18480,application/pdf,Introduced,https://legiscan.com/RI/text/H7120/id/2101422,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7120.pdf
1311357,2100722,text,74650,application/pdf,Introduced,https://legiscan.com/RI/text/H7121/id/2100722,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7121.pdf
1311412,2100777,text,14081,application/pdf,Introduced,https://legiscan.com/RI/text/H7122/id/2100777,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7122.pdf
1311499,2100864,text,10479,application/pdf,Introduced,https://legiscan.com/RI/text/H7123/id/2100864,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7123.pdf
1311499,2134779,text,11881,application/pdf,"Comm Sub",https://legiscan.com/RI/text/H7123/id/2134779,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7123A.pdf
1311764,2101137,text,13238,application/pdf,Introduced,https://legiscan.com/RI/text/H7124/id/2101137,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7124.pdf
1311624,2100993,text,12422,application/pdf,Introduced,https://legiscan.com/RI/text/H7126/id/2100993,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7126.pdf
1312009,2101387,text,66580,application/pdf,Introduced,https://legiscan.com/RI/text/H7127/id/2101387,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7127.pdf
1311938,2101315,text,32379,application/pdf,Introduced,https://legiscan.com/RI/text/H7128/id/2101315,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7128.pdf
1311291,2100655,text,9750,application/pdf,Introduced,https://legiscan.com/RI/text/H7129/id/2100655,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7129.pdf
1311519,2100886,text,15941,application/pdf,Introduced,https://legiscan.com/RI/text/H7130/id/2100886,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7130.pdf
1311535,2100902,text,37042,application/pdf,Introduced,https://legiscan.com/RI/text/H7131/id/2100902,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7131.pdf
1311661,2101031,text,19046,application/pdf,Introduced,https://legiscan.com/RI/text/H7132/id/2101031,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7132.pdf
1311341,2100706,text,18504,application/pdf,Introduced,https://legiscan.com/RI/text/H7133/id/2100706,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7133.pdf
1311642,2101011,text,163571,application/pdf,Introduced,https://legiscan.com/RI/text/H7134/id/2101011,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7134.pdf
1311780,2101153,text,19693,application/pdf,Introduced,https://legiscan.com/RI/text/H7135/id/2101153,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7135.pdf
1311728,2101100,text,135871,application/pdf,Introduced,https://legiscan.com/RI/text/H7136/id/2101100,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7136.pdf
1311465,2100830,text,15361,application/pdf,Introduced,https://legiscan.com/RI/text/H7137/id/2100830,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7137.pdf
1312200,2101580,text,29273,application/pdf,Introduced,https://legiscan.com/RI/text/H7138/id/2101580,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7138.pdf
1311447,2100812,text,20452,application/pdf,Introduced,https://legiscan.com/RI/text/H7139/id/2100812,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7139.pdf
1311712,2101084,text,135156,application/pdf,Introduced,https://legiscan.com/RI/text/H7140/id/2101084,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7140.pdf
1311956,2101333,text,15311,application/pdf,Introduced,https://legiscan.com/RI/text/H7141/id/2101333,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7141.pdf
1311278,2100642,text,18158,application/pdf,Introduced,https://legiscan.com/RI/text/H7142/id/2100642,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7142.pdf
1312134,2101511,text,16107,application/pdf,Introduced,https://legiscan.com/RI/text/H7143/id/2101511,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7143.pdf
1312061,2101439,text,14342,application/pdf,Introduced,https://legiscan.com/RI/text/H7144/id/2101439,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7144.pdf
1311694,2101064,text,22150,application/pdf,Introduced,https://legiscan.com/RI/text/H7145/id/2101064,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7145.pdf
1311588,2100956,text,37715,application/pdf,Introduced,https://legiscan.com/RI/text/H7146/id/2100956,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7146.pdf
1312115,2101493,text,21122,application/pdf,Introduced,https://legiscan.com/RI/text/H7147/id/2101493,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7147.pdf
1311904,2101281,text,107122,application/pdf,Introduced,https://legiscan.com/RI/text/H7148/id/2101281,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7148.pdf
1311921,2101298,text,10438,application/pdf,Introduced,https://legiscan.com/RI/text/H7149/id/2101298,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7149.pdf
1311269,2100553,text,24827,application/pdf,Introduced,https://legiscan.com/RI/text/H7150/id/2100553,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7150.pdf
1310944,2100236,text,17830,application/pdf,Introduced,https://legiscan.com/RI/text/H7151/id/2100236,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7151.pdf
1311570,2100938,text,16721,application/pdf,Introduced,https://legiscan.com/RI/text/H7152/id/2100938,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7152.pdf
1311553,2100921,text,17488,application/pdf,Introduced,https://legiscan.com/RI/text/H7153/id/2100921,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7153.pdf
1311817,2101192,text,20035,application/pdf,Introduced,https://legiscan.com/RI/text/H7154/id/2101192,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7154.pdf
1312097,2101475,text,131404,application/pdf,Introduced,https://legiscan.com/RI/text/H7155/id/2101475,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7155.pdf
1311605,2100973,text,14006,application/pdf,Introduced,https://legiscan.com/RI/text/H7156/id/2100973,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7156.pdf
1311799,2101172,text,12796,application/pdf,Introduced,https://legiscan.com/RI/text/H7157/id/2101172,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7157.pdf
1311799,2131599,text,12095,application/pdf,"Comm Sub",https://legiscan.com/RI/text/H7157/id/2131599,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7157A.pdf
1311377,2100742,text,9669,application/pdf,Introduced,https://legiscan.com/RI/text/H7158/id/2100742,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7158.pdf
1311992,2101370,text,12804,application/pdf,Introduced,https://legiscan.com/RI/text/H7159/id/2101370,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7159.pdf
1312167,2101545,text,133015,application/pdf,Introduced,https://legiscan.com/RI/text/H7160/id/2101545,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7160.pdf
1311308,2100672,text,9350,application/pdf,Introduced,https://legiscan.com/RI/text/H7161/id/2100672,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7161.pdf
1311851,2101226,text,58397,application/pdf,Introduced,https://legiscan.com/RI/text/H7162/id/2101226,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7162.pdf
1311749,2101122,text,124723,application/pdf,Introduced,https://legiscan.com/RI/text/H7163/id/2101122,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7163.pdf
1311832,2101207,text,18259,application/pdf,Introduced,https://legiscan.com/RI/text/H7164/id/2101207,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7164.pdf
1311972,2101349,text,43393,application/pdf,Introduced,https://legiscan.com/RI/text/H7165/id/2101349,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7165.pdf
1312150,2101528,text,14136,application/pdf,Introduced,https://legiscan.com/RI/text/H7166/id/2101528,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7166.pdf
1312079,2101457,text,17697,application/pdf,Introduced,https://legiscan.com/RI/text/H7167/id/2101457,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7167.pdf
1311324,2100688,text,20692,application/pdf,Introduced,https://legiscan.com/RI/text/H7168/id/2100688,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7168.pdf
1311676,2101046,text,20570,application/pdf,Introduced,https://legiscan.com/RI/text/H7169/id/2101046,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7169.pdf
1311887,2101264,text,538281,application/pdf,Introduced,https://legiscan.com/RI/text/H7170/id/2101264,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7170.pdf
1311887,2194923,text,536256,application/pdf,Amended,https://legiscan.com/RI/text/H7170/id/2194923,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7170Aaa.pdf
1311887,2194010,text,512118,application/pdf,"Comm Sub",https://legiscan.com/RI/text/H7170/id/2194010,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7170A.pdf
1312026,2101404,text,3791378,application/pdf,Introduced,https://legiscan.com/RI/text/H7171/id/2101404,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7171.pdf
1311430,2100795,text,15905,application/pdf,Introduced,https://legiscan.com/RI/text/H7172/id/2100795,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7172.pdf
1311869,2101245,text,14725,application/pdf,Introduced,https://legiscan.com/RI/text/H7173/id/2101245,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7173.pdf
1311481,2100846,text,22416,application/pdf,Introduced,https://legiscan.com/RI/text/H7174/id/2100846,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7174.pdf
1311393,2100758,text,32992,application/pdf,Introduced,https://legiscan.com/RI/text/H7175/id/2100758,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7175.pdf
1317496,2107387,text,33735,application/pdf,Introduced,https://legiscan.com/RI/text/H7177/id/2107387,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7177.pdf
1317542,2107430,text,13610,application/pdf,Introduced,https://legiscan.com/RI/text/H7178/id/2107430,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7178.pdf
1317380,2107281,text,12778,application/pdf,Introduced,https://legiscan.com/RI/text/H7179/id/2107281,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7179.pdf
1317434,2107331,text,11982,application/pdf,Introduced,https://legiscan.com/RI/text/H7180/id/2107331,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7180.pdf
1317468,2107361,text,92171,application/pdf,Introduced,https://legiscan.com/RI/text/H7181/id/2107361,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7181.pdf
1317216,2107127,text,9695,application/pdf,Introduced,https://legiscan.com/RI/text/H7182/id/2107127,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7182.pdf
1317446,2107341,text,13233,application/pdf,Introduced,https://legiscan.com/RI/text/H7183/id/2107341,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7183.pdf
1317251,2107160,text,10164,application/pdf,Introduced,https://legiscan.com/RI/text/H7184/id/2107160,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7184.pdf
1317486,2107378,text,14792,application/pdf,Introduced,https://legiscan.com/RI/text/H7186/id/2107378,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7186.pdf
1317552,2107440,text,9266,application/pdf,Introduced,https://legiscan.com/RI/text/H7187/id/2107440,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7187.pdf
1317527,2107417,text,20423,application/pdf,Introduced,https://legiscan.com/RI/text/H7188/id/2107417,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7188.pdf
1317278,2107185,text,127190,application/pdf,Introduced,https://legiscan.com/RI/text/H7189/id/2107185,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7189.pdf
1317441,2107337,text,21136,application/pdf,Introduced,https://legiscan.com/RI/text/H7190/id/2107337,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7190.pdf
1317557,2107444,text,22691,application/pdf,Introduced,https://legiscan.com/RI/text/H7191/id/2107444,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7191.pdf
1317235,2107145,text,12074,application/pdf,Introduced,https://legiscan.com/RI/text/H7192/id/2107145,http://webserver.rilin.state.ri.us/BillText20/HouseText20/H7192.pdf
